City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
691,Abonnema,NG,4.7084,6.7931,77.29,92,100,6.04,overcast clouds
692,Masumbwe,TZ,-3.6333,32.1833,67.78,62,100,2.13,overcast clouds
693,Sattur,IN,9.3667,77.9333,81.16,73,65,4.85,broken clouds
694,Aiquile,BO,-18.2041,-65.1807,54.37,77,0,4.34,clear sky
695,Suhbaatar,MN,50.2314,106.2078,66.18,31,3,5.28,clear sky
696,Mogadishu,SO,2.0371,45.3438,79.05,86,89,13.11,overcast clouds
697,Kapit,MY,2.0167,112.9333,84.18,71,66,0.34,broken clouds
698,Lhokseumawe,ID,5.1801,97.1507,80.56,84,99,3.53,overcast clouds
699,Myaundzha,RU,63.0494,147.1858,34.97,83,98,6.06,overcast clouds
700,Juegang,CN,32.3174,121.1855,76.95,68,64,3.76,broken clouds
701,Halifax,CA,44.6453,-63.5724,47.52,87,40,2.3,scattered clouds
702,Rudbar,AF,30.15,62.6,84.09,8,0,7.11,clear sky
703,Trinidad,BO,-14.8333,-64.9,72.79,88,57,2.66,broken clouds
704,Novyy Urengoy,RU,66.0833,76.6333,43.07,66,12,8.75,few clouds
705,Manakara,MG,-22.1333,48.0167,68.13,93,9,5.53,clear sky
706,Rumford,US,44.5537,-70.5509,55.09,81,78,4.12,broken clouds
707,Carauari,BR,-4.8828,-66.8958,77.81,78,98,2.19,overcast clouds
708,Vodnyy,RU,63.5046,53.4095,39.63,97,86,4.43,overcast clouds
709,Lodwar,KE,3.1191,35.5973,81.55,57,100,10.04,light rain
710,Bela Vista,BR,-22.1089,-56.5211,68.85,59,13,4.56,few clouds
711,Hwange,ZW,-18.3693,26.5019,56.28,51,0,2.62,clear sky
712,Le Port,RE,-20.9373,55.2919,71.56,75,2,9.31,clear sky
713,Nampula,MZ,-15.1165,39.2666,67.95,94,0,5.75,clear sky
